SampleID	Locus	Reads	OutputDada2	OutputPostprocessing
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-1028330-1028603-1A	7372	7259	7259
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-1043981-1044225-1A	7289	7256	7256
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-1066661-1066903-1A	6445	6421	6421
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-1149367-1149613-1A	11853	11803	11803
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-102277-102527-1A	7260	7229	7229
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-336421-336651-1A	1966	1960	1960
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-399693-399961-1A	18632	18440	18440
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-412801-413062-1A	1782	1770	1770
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-476232-476475-1A	2389	2380	2380
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-585331-585590-1A	3040	3028	3028
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-585703-585949-1A	4349	4318	4318
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-585993-586266-1A	13822	13734	13734
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1056678-1056903-1A	7153	7090	7090
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1099719-1099977-1A	2463	2455	2455
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1176313-1176549-1A	5238	5204	5204
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1313088-1313338-1A	3495	3482	3482
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1314717-1314986-1A	3130	3111	3111
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1344618-1344845-1A	1501	1497	1497
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-82006-82236-1A	2763	2746	2746
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-163813-164052-1A	2286	2232	2232
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-164045-164311-1A	12643	12493	12493
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-202854-203106-1A	5873	5837	5837
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-270915-271160-1A	9993	9929	9929
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-516735-517007-1A	5299	5263	5263
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-595828-596094-1A	6644	6616	6616
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-685560-685825-1A	384	379	379
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-1015103-1015350-1A	868	800	800
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_09_v3-1406342-1406614-1A	19785	19668	19668
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_10_v3-992331-992603-1A	5247	5100	5100
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_10_v3-992596-992869-1A	1876	1866	1866
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_10_v3-1386657-1386909-1A	5273	5254	5254
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_10_v3-1392371-1392620-1A	5567	5536	5536
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_10_v3-1414337-1414596-1A	6582	6532	6532
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_10_v3-1414599-1414832-1A	2581	2571	2571
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-115913-116184-1A	4033	4007	4007
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-119432-119705-1A	8089	7863	7863
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-408285-408534-1A	4909	4889	4889
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-408543-408771-1A	5098	5069	5069
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-497277-497548-1A	3618	3596	3596
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1006693-1006917-1A	4211	4183	4183
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1018781-1019053-1A	2320	2278	2278
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1019050-1019319-1A	394	391	391
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1127074-1127316-1A	4917	4882	4882
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1293919-1294168-1A	5561	5518	5518
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1294664-1294910-1A	13832	13746	13746
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1295103-1295335-1A	2679	2662	2662
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1295371-1295597-1A	1224	1219	1219
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1374917-1375148-1A	678	677	677
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1375807-1376056-1A	2117	2099	2099
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1376058-1376305-1A	4137	4125	4125
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1816152-1816378-1A	3896	3868	3868
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1934962-1935236-1A	5138	5115	5115
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-63081-63314-1A	3137	3107	3107
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-233418-233671-1A	6424	6369	6369
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-529495-529767-1A	12006	11853	11853
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-659881-660127-1A	5903	5881	5881
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-684011-684240-1A	1681	1667	1667
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-857050-857323-1A	7463	7273	7273
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-1959644-1959891-1A	4899	4862	4862
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-146695-146934-1A	6555	6519	6519
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-156456-156685-1A	500	499	499
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-156713-156986-1A	5511	5484	5484
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-388138-388408-1A	13130	12966	12966
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-479569-479811-1A	3010	2991	2991
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-815862-816091-1A	647	644	644
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-852647-852921-1A	6602	6550	6550
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-911757-912005-1A	6264	6233	6233
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-935613-935884-1A	17081	16413	16413
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1004740-1005002-1A	574	569	569
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1146764-1147010-1A	10345	10224	10224
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1233093-1233332-1A	5097	5020	5020
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1265494-1265726-1A	4777	4753	4753
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1350855-1351093-1A	4149	4125	4125
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1406713-1406975-1A	5931	5860	5860
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1419363-1419626-1A	3282	3262	3262
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1465616-1465890-1A	28021	27436	27435
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1465901-1466157-1A	8345	8303	8303
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1876391-1876664-1A	1073	1067	1067
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2114242-2114482-1A	4122	4093	4093
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2114829-2115090-1A	10397	10322	10322
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2545065-2545291-1A	1942	1924	1924
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-106867-107115-1A	2663	2602	2602
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-120101-120365-1A	5297	5272	5272
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-137398-137668-1A	3001	2974	2974
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-279563-279833-1A	7334	7283	7283
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-377765-378020-1A	4021	3999	3999
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-407306-407542-1A	3301	3287	3287
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-421322-421547-1A	1295	1286	1286
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-771407-771633-1A	3896	3858	3858
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-921176-921432-1A	5680	5640	5640
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1038300-1038538-1A	4131	4116	4116
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1166107-1166371-1A	6935	6911	6911
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1392837-1393086-1A	7546	7504	7504
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1992121-1992370-1A	4234	4213	4213
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2004362-2004606-1A	1962	1942	1942
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2020604-2020849-1A	6680	6618	6618
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2260533-2260765-1A	4320	4281	4281
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2355614-2355853-1A	2587	2576	2576
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2695837-2696082-1A	4348	4333	4333
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2733345-2733593-1A	9325	9219	9219
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2858894-2859160-1A	12373	12266	12266
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-3124416-3124655-1A	12526	12396	12396
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-3125801-3126073-1A	6614	6579	6579
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-3214249-3214516-1A	20193	19886	19886
F04_110SI_11000PR_042024_SI_IX_S439_L006	PKNH_12_v2-198869-199113-1AB	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1041593-1041860-1AB	7819	7792	7792
F04_110SI_11000PR_042024_SI_IX_S439_L006	PmUG01_12_v1-1397996-1398245-1AB	26	21	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	PocGH01_12_v1-1106456-1106697-1AB	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	PvP01_12_v1-1184983-1185208-1AB	5	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1365709-1365954-1B	39608	38990	38990
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1366626-1366856-1B	10243	9891	9891
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1370603-1370853-1B	25234	23852	23852
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1375025-1375284-1B	9856	9570	9570
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1386795-1387043-1B	54164	53388	53388
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1294284-1294580-1B	34359	34153	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1902034-1902278-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1950401-1950636-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1968031-1968273-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-2001721-2001954-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-2001969-2002222-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1465010-1465307-1B	99333	98182	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2770621-2770854-1B	19085	18835	18835
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2780346-2780575-1B	17962	17642	17642
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2814606-2814855-1B	77421	76243	76243
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2816310-2816554-1B	55271	54255	54255
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2840462-2840736-1B	13254	13128	13128
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2841390-2841688-1B2	3968	3927	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2844334-2844629-1B2	51152	50597	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-854128-854427-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-221185-221419-1B	18899	18835	18835
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-221463-221712-1B	45281	44767	44767
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-980765-980997-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-981574-981823-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-981921-982191-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-982299-982523-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-1077327-1077562-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-1082776-1083049-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-1083095-1083331-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-1083411-1083668-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-860289-860542-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-860834-861066-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_01_v3-194742-194973-1B	21268	20923	20923
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-748105-748359-1B	44400	43772	43772
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-748374-748611-1B	24848	24661	24661
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_05_v3-958079-958350-1B	57420	56490	56490
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_05_v3-958372-958608-1B	35789	35169	35169
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_05_v3-958920-959168-1B	55379	54714	54714
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_05_v3-960810-961048-1B	44056	43437	43437
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_05_v3-961511-961758-1B	71065	69903	69903
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_06_v3-1214815-1215069-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_06_v3-1215236-1215502-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_06_v3-1215495-1215756-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-403479-403716-1B	33715	33379	33379
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-403801-404052-1B	6472	5938	5938
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-404325-404590-1B	665	367	367
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-404776-405006-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-405334-405576-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-405570-405844-1B	2208	2182	2182
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-896613-896849-1B	27759	27614	27614
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-549583-549807-1B	16832	16609	16609
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-549960-550215-1B	11599	11449	11449
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_10_v3-490605-490877-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-2092529-2092798-1B	149915	145447	145447
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-748254-748510-1B	51647	50974	50974
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-958247-958510-1B	78178	76671	76671
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1724895-1725166-1B	45121	44414	44414
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1725208-1725471-1B	65100	63443	63443
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1725464-1725719-1B	52327	51985	51985
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1725713-1725955-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1726057-1726304-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1726723-1726995-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2504481-2504734-1B	51653	50888	50888
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-283350-283576-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-283973-284211-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-288429-288696-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-289301-289550-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-293575-293829-1B	44089	43836	43836
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-294506-294753-1B	69916	68465	68465
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-297583-297856-1B	62043	61357	61357
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-297935-298162-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-298368-298636-1B	74853	73573	73573
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1954850-1955124-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1956056-1956330-1B	114975	112329	112329
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1956365-1956639-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-1957218-1957480-1B	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-2481033-2481276-1B	44443	43679	43679
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_02_v3-320652-320949-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-240957-241256-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_05_v3-615379-615678-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_06_v3-857454-857753-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1365750-1365999-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1366575-1366822-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1370814-1371045-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1375205-1375450-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-1386786-1387035-2	1	1	1
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1902041-1902278-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1950431-1950680-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-1968050-1968296-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_11_v3-2001725-2001999-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2770591-2770863-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2814583-2814832-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-2840447-2840746-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-221295-221532-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_03_v3-980853-981120-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-1083299-1083563-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_04_v3-748585-748822-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-403487-403750-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_07_v3-405517-405773-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_08_v3-550057-550318-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_12_v3-2092654-2092884-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1725124-1725365-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1725379-1725652-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1725887-1726123-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_13_v3-1726174-1726408-2	0	0	0
F04_110SI_11000PR_042024_SI_IX_S439_L006	Pf3D7_14_v3-294503-294768-2	0	0	0
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_01_v3-145388-145662-1A	842	832	832
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_01_v3-162867-163115-1A	8058	7761	7761
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_01_v3-181512-181761-1A	3880	3854	3854
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_01_v3-455794-456054-1A	855	849	849
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_01_v3-528859-529104-1A	12633	12541	12541
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_01_v3-535965-536239-1A	3103	3084	3084
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_02_v3-290580-290821-1A	3109	3081	3081
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_02_v3-291770-292017-1A	1570	1561	1561
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_02_v3-470437-470709-1A	2832	2807	2807
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_02_v3-503040-503288-1A	3708	3675	3675
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_02_v3-628941-629172-1A	821	818	818
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_02_v3-630641-630907-1A	3982	3963	3963
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_03_v3-85507-85756-1A	699	628	628
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_03_v3-515418-515657-1A	7419	7379	7379
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_03_v3-653961-654206-1A	1303	1276	1276
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_03_v3-855426-855697-1A	2670	2655	2655
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_03_v3-891553-891827-1A	3340	3321	3318
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-109939-110184-1A	4885	4850	4850
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-115455-115684-1A	3516	3495	3495
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-133581-133830-1A	1184	1176	1176
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-133928-134154-1A	3447	3436	3436
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-140317-140548-1A	3855	3830	3830
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-141741-141990-1A	10846	10741	10741
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-284121-284364-1A	2805	2798	2798
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-316593-316858-1A	5095	5078	5078
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-544454-544718-1A	5864	5851	5851
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-648065-648332-1A	2755	2745	2745
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-900526-900759-1A	2355	2345	2345
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-1005938-1006187-1A	1634	1618	1618
F05_110SI_12000PR_042024_SI_IX_S440_L006	Pf3D7_04_v3-1037644-1037891-1A	2151	2140	2140
